,player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,player_name2,player_image
123,4059,Ravi Bishnoi,Right hand Bat,Legbreak Googly,Not Specifed,Ravi Bishnoi,Ravi Bishnoi,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441
124,4134,KL Nagarkoti,Right hand Bat,Right arm Fast,Not Specifed,Kamlesh Lachham Nagarkoti,Kamlesh Lachham,Not Available
125,4320,DR Sams,Right hand Bat,Left arm Fast medium,Not Specifed,Daniel Richard Sams,Daniel Richard,Not Available
126,7496,DJ Mitchell,Right hand Bat,Right arm Medium,Not Specifed,Daryl Joseph Mitchell,Daryl Joseph,Not Available
127,5422,C Sakariya,Left hand Bat,Left arm Medium fast,Not Specifed,Chetan Sakariya,Chetan Sakariya,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754
128,2352,S Lamichhane,Right hand Bat,Legbreak Googly,Not Specifed,Sandeep Lamichhane,Sandeep Lamichhane,Not Available
129,2910,GH Vihari,Right hand Bat,Right arm Offbreak,Not Specifed,Gade Hanuma Vihari,Gade Hanuma,Not Available
130,8349,RR Rossouw,Left hand Bat,Right arm Offbreak,Not Specifed,Rilee Roscoe Rossouw,Rilee Roscoe,Not Available
131,4664,JR Hazlewood,Left hand Bat,Right arm Fast medium,Not Specifed,Josh Reginald Hazlewood,Josh Reginald,Not Available
132,8333,KR Mayers,Left hand Bat,Right arm Medium,Not Specifed,Kyle Rico Mayers,Kyle Rico,Not Available
133,5573,LI Meriwala,Left hand Bat,Left arm Fast medium,Not Specifed,Lukman Iqbal Meriwala,Lukman Iqbal,Not Available
134,2894,NS Naik,Right hand Bat, ,Wicketkeeper,Nikhil Shankar Naik,Nikhil Shankar,Not Available
135,8191,PN Mankad,Right hand Bat,Right arm Medium,Not Specifed,Prerak Nileshkumar Mankad,Prerak Nileshkumar,Not Available
136,2349,Abhishek Sharma,Left hand Bat,Slow Left arm Orthodox,Not Specifed,Abhishek Sharma,Abhishek Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Abhishek%20Sharma.png
137,7621,K Kartikeya,Right hand Bat,"Slow Left arm Orthodox, Left arm Wrist spin",Not Specifed,Kumar Kartikeya Singh,Kumar Kartikeya,Not Available
138,6520,AU Rashid,Right hand Bat,Legbreak,Not Specifed,Adil Usman Rashid,Adil Usman,Not Available
139,2825,CV Varun,Right hand Bat,Legbreak Googly,Not Specifed,Varun Chakravarthy Vinod,Varun Chakravarthy,Not Available
140,4212,Kartik Tyagi,Right hand Bat,Right arm Fast,Not Specifed,Kartik Tyagi,Kartik Tyagi,Not Available
141,4104,YBK Jaiswal,Left hand Bat,Legbreak,Not Specifed,Yashasvi Bhupendra Kumar Jaiswal,Yashasvi Bhupendra,Not Available
142,6519,IC Porel,Right hand Bat,Right arm Medium,Not Specifed,Ishan Chandranath Porel,Ishan Chandranath,Not Available
143,1740,H Klaasen,Right hand Bat,Right arm Offbreak,Wicketkeeper,Heinrich Klaasen,Heinrich Klaasen,https://www.espncricinfo.com/cricketers/heinrich-klaasen-436757
144,5526,Virat Singh,Left hand Bat,Legbreak Googly,Not Specifed,Virat Binod Singh,Virat Binod,Not Available
145,5181,Monu Kumar,Right hand Bat,Right arm Medium,Not Specifed,Monu Kumar Singh,Monu Kumar,Not Available
146,10135,N Burger,Left hand Bat,Left arm Fast medium,Not Specifed,Nandre Burger,Nandre Burger,Not Available
147,10159,SH Johnson,Left hand Bat,Left arm Fast,Not Specifed,Spencer Johnson,Spencer Johnson,https://www.espncricinfo.com/cricketers/spencer-johnson-1123718
148,10070,Sameer Rizvi,Right hand Bat,Right arm Offbreak,Not Specifed,Sameer Rizvi,Sameer Rizvi,https://www.espncricinfo.com/cricketers/sameer-rizvi-1175489
149,10291,A Raghuvanshi,Right hand Bat,Slow Left arm Orthodox,Not Specifed,Angkrish Raghuvanshi,Angkrish Raghuvanshi,https://www.espncricinfo.com/cricketers/angkrish-raghuvanshi-1292495
150,11192,AA Kulkarni,Right hand Bat,Right arm Medium,Not Specifed,Arshin Kulkarni,Arshin Kulkarni,https://www.espncricinfo.com/cricketers/arshin-kulkarni-1403153
151,10169,SZ Mulani,Left hand Bat,Slow Left arm Orthodox,Not Specifed,Shams Mulani,Shams Mulani,Not Available
152,11834,Prince Yadav,Right hand Bat,Right arm Fast,Not Specifed,Prince Yadav,Prince Yadav,https://www.espncricinfo.com/cricketers/prince-yadav-1350768
153,11212,RJ Gleeson,Right hand Bat,Right arm Fast Medium,Not Specifed,Richard Gleeson,Richard Gleeson,Not Available
154,11282,MJ Suthar,Left hand Bat,Slow Left arm Orthodox,Not Specifed,Manav Suthar,Manav Suthar,https://www.espncricinfo.com/cricketers/manav-suthar-1175426
155,11366,A Kamboj,Right hand Bat,Right arm Medium,Not Specifed,Anshul Kamboj,Anshul Kamboj,https://www.espncricinfo.com/cricketers/anshul-kamboj-1175428
156,11429,V Kaverappa,Right hand Bat,Right arm Fast medium,Not Specifed,Vidhwath Kaverappa,Vidhwath Kaverappa,Not Available
157,10232,KT Maphaka,Left hand Bat,Left arm Fast,Not Specifed,Kwena Maphaka,Kwena Maphaka,https://www.espncricinfo.com/cricketers/kwena-maphaka-1294342
158,8808,D Jansen,Right hand Bat,Left arm Fast,Not Specifed,Duan Jansen,Duan Jansen,Not Available
159,10065,R Ravindra,Left hand Bat,Slow Left arm Orthodox,Not Specifed,Rachin Ravindra,Rachin Ravindra,https://www.espncricinfo.com/cricketers/rachin-ravindra-959767
160,8389,Arshad Khan,Left hand Bat,Left arm Medium,Not Specifed,Arshad Khan,Arshad Khan,Not Available
161,10083,Sumit Kumar,Right hand Bat,Right arm Medium fast,Not Specifed,Sumit Kumar,Sumit Kumar,Not Available
162,10488,Saurav Chauhan,Left hand Bat,Right arm Offbreak,Not Specifed,Saurav Chauhan,Saurav Chauhan,Not Available
163,11981,DL Vettori,Left hand Bat,Slow Left arm Orthodox,Not Specifed,Daniel Luca Vettori,Daniel Luca,Not Available
164,9759,Sanvir Singh,Right hand Bat,Right arm Medium,Not Specifed,Sanvir Singh,Sanvir Singh,Not Available
165,8769,Yudhvir Singh,Right hand Bat,Right arm Medium fast,Not Specifed,Yudhvir Singh Charak,Yudhvir Singh,Not Available
166,8930,Liton Das,Right hand Bat,Right arm Offbreak,Wicketkeeper,Litton Kumer Das,Litton Kumer,Not Available
167,12015,WPUJC Vaas,Left hand Bat,Left arm Fast medium,Not Specifed,Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,Warnakulasuriya Patabendige,Not Available
168,12013,AS Yadav,Right hand Bat,Right arm Offbreak,Not Specifed,Arjun Shivlal Yadav,Arjun Shivlal,Not Available
169,12127,VRV Singh,Right hand Bat,Right arm Medium fast,Not Specifed,Vikram Raj Vir Singh,Vikram Raj,Not Available
170,12016,RP Singh,Right hand Bat,Left arm Fast medium,Not Specifed,Rudra Pratap Singh,Rudra Pratap,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/389100/389167.5.png"
171,11984,GD McGrath,Right hand Bat,Right arm Fast medium,Not Specifed,Glenn Donald McGrath,Glenn Donald,Not Available
172,11982,MF Maharoof,Right hand Bat,Right arm Fast medium,Not Specifed,Mohamed Farveez Maharoof,Mohamed Farveez,Not Available
173,12295,HH Gibbs,Right hand Bat,Right arm Bowler,Not Specifed,Herschelle Herman Gibbs,Herschelle Herman,Not Available
174,11924,LR Shukla,Right hand Bat,Right arm Medium,Not Specifed,Laxmi Ratan Shukla,Laxmi Ratan,Not Available
175,9524,Vivrant Sharma,Left hand Bat,Legbreak Googly,Not Specifed,Vivrant Sharma,Vivrant Sharma,Not Available
176,8396,MG Bracewell,Left hand Bat,Right arm Offbreak,Wicketkeeper,Michael Gordon Bracewell,Michael Gordon,Not Available
177,11926,AB Agarkar,Right hand Bat,Right arm Fast,Not Specifed,Ajit Bhalchandra Agarkar,Ajit Bhalchandra,Not Available
178,12012,SB Styris,Right hand Bat,Right arm Medium,Not Specifed,Scott Bernard Styris,Scott Bernard,Not Available
179,8890,Naveen-ul-Haq,Right hand Bat,Right arm Medium fast,Not Specifed,Naveen-ul-Haq Murid,Naveen-ul,Not Available
180,12318,BJ Hodge,Right hand Bat,Right arm Offbreak,Not Specifed,Bradley John Hodge,Bradley John,Not Available
181,11996,S Chanderpaul,Left hand Bat,Legbreak,Not Specifed,Shivnarine Chanderpaul,Shivnarine Chanderpaul,Not Available
182,8433,Abishek Porel,Left hand Bat, ,Wicketkeeper,Abishek Porel,Abishek Porel,https://www.espncricinfo.com/cricketers/abishek-porel-1277545
183,11963,T Kohli,Right hand Bat,Right arm Medium,Not Specifed,Taruwar Sushil Kohli,Taruwar Sushil,Not Available
184,9824,Nithish Kumar Reddy,Right hand Bat,Right arm Medium fast,Not Specifed,Kaki Nitish Kumar Reddy,Kaki Nitish,Not Available
185,11954,KC Sangakkara,Left hand Bat,Right arm Offbreak,Wicketkeeper,Kumar Chokshanada Sangakkara,Kumar Chokshanada,Not Available
186,12056,Shahid Afridi,Right hand Bat,Legbreak Googly,Not Specifed,Sahibzada Mohammad Shahid Khan Afridi,Sahibzada Mohammad,Not Available
187,12323,Umar Gul,Right hand Bat,Right arm Fast medium,Not Specifed,Umar Gul,Umar Gul,Not Available
188,8475,Suyash Sharma,Right hand Bat,Legbreak Googly,Not Specifed,Suyash Sharma,Suyash Sharma,https://www.espncricinfo.com/cricketers/suyash-sharma-1350792
189,11949,P Amarnath,Right hand Bat,Right arm Medium,Not Specifed,Palani Amarnath,Palani Amarnath,Not Available
190,8386,N Wadhera,Left hand Bat,Legbreak,Not Specifed,Nehal Wadhera,Nehal Wadhera,https://www.espncricinfo.com/cricketers/nehal-wadhera-1151273
191,12121,RR Sarwan,Right hand Bat,Legbreak,Not Specifed,Ramnaresh Ronnie Sarwan,Ramnaresh Ronnie,Not Available
192,11993,MA Khote,Right hand Bat,Right arm Medium,Not Specifed,Musavir Asmat Khote,Musavir Asmat,Not Available
193,11933,JH Kallis,Right hand Bat,Right arm Fast medium,Not Specifed,Jacques Henry Kallis,Jacques Henry,Not Available
194,11983,B Geeves,Right hand Bat,Right arm Fast medium,Not Specifed,Brett Geeves,Brett Geeves,Not Available
195,8605,Mohit Rathee,Right hand Bat,Legbreak,Not Specifed,Mohit Rathee,Mohit Rathee,https://www.espncricinfo.com/cricketers/mohit-rathee-1349361
196,9431,R Goyal,Left hand Bat,Left arm Wrist spin,Not Specifed,Raghav Goyal,Raghav Goyal,Not Available
197,10707,Arshad Khan (2),Left hand Bat,Left arm Medium,Not Specifed,Mohd Arshad Khan,Mohd Arshad,Not Available
198,8470,Dhruv Jurel,Right hand Bat, ,Not Specifed,Dhruv Chand Jurel,Dhruv Chand,Not Available
199,11952,K Goel,Left hand Bat,Right arm Offbreak,Not Specifed,Karan Goel,Karan Goel,Not Available
200,8569,SSB Magala,Right hand Bat,Right arm Fast medium,Not Specifed,Sisanda Somila Bruce Magala,Sisanda Somila,Not Available
201,11947,S Badrinath,Right hand Bat,Right arm Offbreak,Not Specifed,Subramaniam Badrinath,Subramaniam Badrinath,Not Available
202,12071,VY Mahesh,Right hand Bat,Right arm Medium fast,Not Specifed,Vijaykumar Yo Mahesh,Vijaykumar Yo,Not Available
203,11958,P Dharmani,Right hand Bat, ,Wicketkeeper,Pankaj Dharmani,Pankaj Dharmani,Not Available
204,11923,Mohammad Hafeez,Right hand Bat,Right arm Offbreak,Not Specifed,Mohammad Hafeez,Mohammad Hafeez,Not Available
205,11946,JDP Oram,Left hand Bat,Right arm Fast medium,Not Specifed,Jacob David Philip Oram,Jacob David,Not Available
206,12105,D Kalyankrishna,Right hand Bat,Right arm Medium fast,Not Specifed,Doddapaneni Kalyankrishna,Doddapaneni Kalyankrishna,Not Available
207,11986,ST Jayasuriya,Left hand Bat,Slow Left arm Orthodox,Not Specifed,Sanath Teran Jayasuriya,Sanath Teran,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/319800/319886.png"
208,11989,PR Shah,Right hand Bat, ,Wicketkeeper,Pinal Rohitbhai Shah,Pinal Rohitbhai,Not Available
209,8597,MW Short,Right hand Bat,Right arm Offbreak,Not Specifed,Matthew William Short,Matthew William,Not Available
210,11980,M Manhas,Right hand Bat,Right arm Offbreak,Wicketkeeper,Mithun Manhas,Mithun Manhas,Not Available
211,11959,B Lee,Right hand Bat,Right arm Fast,Not Specifed,Brett Lee,Brett Lee,Not Available
212,11921,RT Ponting,Right hand Bat,Right arm Medium,Not Specifed,Ricky Thomas Ponting,Ricky Thomas,Not Available
213,11922,DJ Hussey,Right hand Bat,Right arm Offbreak,Not Specifed,David John Hussey,David John,Not Available
214,12572,NK Patel,Left hand Bat,,Not Specifed,Niraj Kanubhai Patel,Niraj Kanubhai,Not Available
215,12338,SP Fleming,Left hand Bat, ,Not Specifed,Stephen Paul Fleming,Stephen Paul,Not Available
216,16455,TR Birt,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Travis Rodney Birt,Travis Rodney,Not Available
217,16953,AA Kazi,Left hand Bat,Slow Left arm Orthodox,Not Specifed,Abrar Anjum Kazi,Abrar Anjum,Not Available
218,14798,J Theron,Right hand Bat,Right arm Medium fast,Not Specifed,Juan Theron,Juan Theron,Not Available
219,34126,SS Mundhe,Right hand Bat,Right arm Medium,Not Specifed,Shrikant Shrihari Mundhe,Shrikant Shrihari,Not Available
220,15862,Sunny Singh,Right hand Bat,Right arm Medium fast,Not Specifed,Sunny Singh,Sunny Singh,Not Available
221,13301,R Bishnoi,Right hand Bat,Right arm Medium fast,Not Specifed,Rajesh Bishnoi,Rajesh Bishnoi,Not Available
222,13388,AS Raut,Right hand Bat,Legbreak Googly,Not Specifed,Abhishek Santosh Raut,Abhishek Santosh,Not Available
223,14765,R Sharma,Right hand Bat,Legbreak Googly,Not Specifed,Rahul Sharma,Rahul Sharma,Not Available
224,15334,RS Sodhi,Right hand Bat,Right arm Medium,Not Specifed,Reetinder Singh Sodhi,Reetinder Singh,Not Available
225,14648,MJ Lumb,Left hand Bat,Right arm Medium,Not Specifed,Michael John Lumb,Michael John,Not Available
226,34959,LJ Wright,Right hand Bat,Right arm Medium,Not Specifed,Luke James Wright,Luke James,Not Available
227,14476,R Sathish,Right hand Bat,Right arm Medium,Not Specifed,Rajagopal Sathish,Rajagopal Sathish,Not Available
228,12372,Misbah-ul-Haq,Right hand Bat,Legbreak,Not Specifed,Misbah-ul-Haq Khan Niazi,Misbah-ul,Not Available
229,14464,OA Shah,Right hand Bat,Right arm Offbreak,Not Specifed,Owais Alam Shah,Owais Alam,Not Available
230,13248,AM Salvi,Right hand Bat,Right arm Medium,Not Specifed,Aavishkar Madhav Salvi,Aavishkar Madhav,Not Available
231,13016,A Nel,Right hand Bat,Right arm Fast medium,Not Specifed,Andre Nel,Andre Nel,Not Available
232,16380,NL McCullum,Right hand Bat,Right arm Offbreak,Not Specifed,Nathan Leslie McCullum,Nathan Leslie,Not Available
233,34811,N Saini,Right hand Bat, ,Wicketkeeper,Nitin Saini,Nitin Saini,Not Available
234,15261,AN Ahmed,Right hand Bat,Right arm Medium fast,Not Specifed,Abu Nechim Ahmed,Abu Nechim,Not Available
235,16743,I Malhotra,Right hand Bat,Right arm Medium fast,Not Specifed,Ishan Malhotra,Ishan Malhotra,Not Available
236,14757,MD Mishra,Right hand Bat,Right arm Offbreak,Not Specifed,Mohnish Dinesh Mishra,Mohnish Dinesh,Not Available
237,34983,RJ Peterson,Left hand Bat,Slow Left arm Orthodox,Not Specifed,Robin John Peterson,Robin John,Not Available
238,14463,CA Pujara,Right hand Bat,Legbreak,Not Specifed,Cheteshwar Arvind Pujara,Cheteshwar Arvind,Not Available
239,14489,A Uniyal,Left hand Bat,Left arm Medium,Not Specifed,Amit Uniyal,Amit Uniyal,Not Available
240,13651,GR Napier,Right hand Bat,Right arm Medium,Not Specifed,Graham Richard Napier,Graham Richard,Not Available
241,14136,J Botha,Right hand Bat,Right arm Offbreak,Not Specifed,Johan Botha,Johan Botha,Not Available
242,13227,Kamran Khan,Left hand Bat,Left arm Medium fast,Not Specifed,Kamran Khan,Kamran Khan,Not Available
243,12454,U Kaul,Left hand Bat, ,Wicketkeeper,Uday Kaul,Uday Kaul,Not Available
244,13620,S Tyagi,Right hand Bat,Right arm Medium,Not Specifed,Sudeep Tyagi,Sudeep Tyagi,Not Available
245,16276,BJ Haddin,Right hand Bat, ,Wicketkeeper,Bradley James Haddin,Bradley James,Not Available
246,12518,CK Kapugedera,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Chamara Kantha Kapugedera,Chamara Kantha,Not Available
247,12471,S Anirudha,Right hand Bat, ,Not Specifed,Srikkanth Anirudha,Srikkanth Anirudha,Not Available
248,13384,RJ Quiney,Left hand Bat,Right arm Medium,Not Specifed,Robert John Quiney,Robert John,Not Available
249,13260,YA Abdulla,Left hand Bat,Left arm Fast medium,Not Specifed,Yusuf Adam Abdulla,Yusuf Adam,Not Available
250,12650,TM Dilshan,Right hand Bat,Right arm Offbreak,Wicketkeeper,Tillakaratne Mudiyanselage Dilshan,Tillakaratne Mudiyanselage,Not Available
251,13551,MN van Wyk,Right hand Bat,Slow Left arm Orthodox,Wicketkeeper,Morne Nico van Wyk,Morne Nico,Not Available
252,14206,SS Shaikh,Right hand Bat,Right arm Medium,Not Specifed,Shoaib Shabbir Shaikh,Shoaib Shabbir,Not Available
253,15878,AC Thomas,Right hand Bat,Right arm Fast medium,Not Specifed,Alfonso Clive Thomas,Alfonso Clive,Not Available
254,15003,PD Collingwood,Right hand Bat,Right arm Medium,Not Specifed,Paul David Collingwood,Paul David,Not Available
255,15239,AP Dole,Right hand Bat,Right arm Medium fast,Not Specifed,Aditya Pradip Dole,Aditya Pradip,Not Available
256,14216,Jaskaran Singh,Right hand Bat,Right arm Medium,Not Specifed,Jaskaran Singh Buttar,Jaskaran Singh,Not Available
257,12850,H Das,Right hand Bat, ,Wicketkeeper,Halhadar Das,Halhadar Das,Not Available
258,33972,AA Chavan,Left hand Bat,Slow Left arm Orthodox,Not Specifed,Ankeet Anil Chavan,Ankeet Anil,Not Available
259,13986,A Mithun,Right hand Bat,Right arm Medium,Not Specifed,Abhimanyu Mithun,Abhimanyu Mithun,Not Available
260,12339,S Vidyut,Left hand Bat,Slow Left arm Orthodox,Not Specifed,Vidyut Sivaramakrishnan,Vidyut Sivaramakrishnan,Not Available
261,15851,JEC Franklin,Left hand Bat,Left arm Medium,Not Specifed,James Edward Charles Franklin,James Edward,Not Available
262,13508,AN Ghosh,Right hand Bat,Right arm Medium,Not Specifed,Arindam Nanigopal Ghosh,Arindam Nanigopal,Not Available
263,12422,RR Raje,Right hand Bat,Right arm Fast medium,Not Specifed,Rohan Ravindra Raje,Rohan Ravindra,Not Available
264,14008,SS Sarkar,Right hand Bat,Right arm Medium,Not Specifed,Sourav Subrata Sarkar,Sourav Subrata,Not Available
265,15896,RN ten Doeschate,Right hand Bat,Right arm Medium fast,Not Specifed,Ryan Neil ten Doeschate,Ryan Neil,Not Available
266,15140,DE Bollinger,Left hand Bat,Left arm Fast medium,Not Specifed,Douglas Erwin Bollinger,Douglas Erwin,Not Available
267,14567,S Ladda,Right hand Bat,Legbreak,Not Specifed,Sarabjit Ladda,Sarabjit Ladda,Not Available
268,16249,DH Yagnik,Left hand Bat, ,Not Specifed,Dishant Harendra Yagnik,Dishant Harendra,Not Available
269,13245,DP Nannes,Right hand Bat,Left arm Fast,Not Specifed,Dirk Peter Nannes,Dirk Peter,Not Available
270,13810,A Singh,Right hand Bat,Right arm Medium fast,Not Specifed,Amit Singh,Amit Singh,Not Available
271,34392,TP Sudhindra,Left hand Bat,Right arm Fast,Not Specifed,Taduri Prakash Chandra Sudhindra,Taduri Prakash,Not Available
272,15779,S Randiv,Right hand Bat,Right arm Offbreak,Not Specifed,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,Hewa Kaluhalamullage,Not Available
273,13383,PC Valthaty,Right hand Bat,Right arm Medium,Not Specifed,Paul Chandrashekar Valthaty,Paul Chandrashekar,Not Available
274,34554,P Awana,Right hand Bat,Right arm Medium,Not Specifed,Parvinder Awana,Parvinder Awana,Not Available
275,12710,Shoaib Akhtar,Right hand Bat,Right arm Fast,Not Specifed,Shoaib Akhtar,Shoaib Akhtar,Not Available
276,34530,RR Bhatkal,Right hand Bat,Right arm Medium,Not Specifed,Raju Ravi Bhatkal,Raju Ravi,Not Available
277,34343,KK Cooper,Right hand Bat,Right arm Medium,Not Specifed,Kevon Keston Cooper,Kevon Keston,Not Available
278,12661,AD Mascarenhas,Right hand Bat,Right arm Fast medium,Not Specifed,Adrian Dimitri Mascarenhas,Adrian Dimitri,Not Available
279,14541,JM Kemp,Right hand Bat,Right arm Fast medium,Not Specifed,Justin Miles Kemp,Justin Miles,Not Available
280,12362,LPC Silva,Right hand Bat,Legbreak,Not Specifed,Lindamlilage Prageeth Chamara Silva,Lindamlilage Prageeth,Not Available
281,12580,SR Tendulkar,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Not Specifed,Sachin Ramesh Tendulkar,Sachin Ramesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316400/316486.6.png"
282,13785,RJ Harris,Right hand Bat,Right arm Fast,Not Specifed,Ryan James Harris,Ryan James,Not Available
283,15339,L Ablish,Right hand Bat,Right arm Medium fast,Not Specifed,Love Ablish,Love Ablish,Not Available
284,15384,S Sriram,Left hand Bat,Slow Left arm Orthodox,Not Specifed,Sridharan Sriram,Sridharan Sriram,Not Available
285,14201,Mashrafe Mortaza,Right hand Bat,Right arm Fast medium,Not Specifed,Mashrafe Bin Mortaza,Mashrafe Bin,Not Available
286,14492,SW Tait,Right hand Bat,Right arm Fast,Not Specifed,Shaun William Tait,Shaun William,Not Available
287,6657,DP Conway,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Devon Philip Conway,Devon Philip,Not Available
288,8383,C Green,Right hand Bat,Right arm Fast medium,Not Specifed,Cameron Donald Green,Cameron Donald,Not Available
289,13258,VS Malik,Right hand Bat,Right arm Medium,Not Specifed,Vikramjeet Singh Malik,Vikramjeet Singh,Not Available
290,4339,N Jagadeesan,Right hand Bat, ,Wicketkeeper,Narayan Jagadeesan,Narayan Jagadeesan,Not Available
291,76,Sandeep Sharma,Right hand Bat,Right arm Medium,Not Specifed,Sandeep Sharma,Sandeep Sharma,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362
292,14279,Y Nagar,Right hand Bat,Right arm Offbreak,Not Specifed,Yogesh Nagar,Yogesh Nagar,Not Available
293,1314,IR Jaggi,Right hand Bat,Legbreak Googly,Not Specifed,Ishank Rajiv Jaggi,Ishank Rajiv,Not Available
294,44,Imran Tahir,Right hand Bat,Legbreak Googly,Not Specifed,Mohammad Imran Tahir,Mohammad Imran,Not Available
295,900,PJ Sangwan,Right hand Bat,Left arm Medium,Not Specifed,Pradeep Jaibeer Sangwan,Pradeep Jaibeer,Not Available
296,11943,MEK Hussey,Left hand Bat,Right arm Medium,Not Specifed,Michael Edward Killeen Hussey,Michael Edward,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319708.1.png"
297,2024,L Ngidi,Right hand Bat,Right arm Fast medium,Not Specifed,Lungisani True-man Ngidi,Lungisani True,Not Available
298,11991,SM Pollock,Right hand Bat,Right arm Fast medium,Not Specifed,Shaun Maclean Pollock,Shaun Maclean,Not Available
299,35966,MDKJ Perera,Left hand Bat, ,Wicketkeeper,Mathurage Don Kusal Janith Perera,Mathurage Don,Not Available
300,8748,Vijaykumar Vyshak,Right hand Bat,Right arm Medium,Not Specifed,Vijaykumar Vyshak,Vijaykumar Vyshak,Not Available
301,38647,JW Hastings,Right hand Bat,Right arm Fast medium,Not Specifed,John Wayne Hastings,John Wayne,Not Available
302,7546,Harshit Rana,Right hand Bat,Right arm Fast,Not Specifed,Harshit Pradeep Rana,Harshit Pradeep,Not Available
303,8098,A Tomar,Right hand Bat,Right arm Offbreak,Not Specifed,Abhijeet Tomar,Abhijeet Tomar,Not Available
304,1327,CJ Jordan,Right hand Bat,Right arm Fast medium,Not Specifed,Christopher James Jordan,Christopher James,Not Available
305,2315,P Chopra,Right hand Bat,Legbreak Googly,Occasional Wicketkeeper,Prashant Chopra,Prashant Chopra,Not Available
306,11971,SK Warne,Right hand Bat,Legbreak Googly,Not Specifed,Shane Keith Warne,Shane Keith,Not Available
307,16693,AC Blizzard,Left hand Bat,Left arm Medium,Not Specifed,Aiden Craig Blizzard,Aiden Craig,Not Available
308,36610,DJG Sammy,Right hand Bat,Right arm Medium,Not Specifed,Daren Julius Garvey Sammy,Daren Julius,Not Available
309,49,KD Karthik,Right hand Bat,Right arm Offbreak,Wicketkeeper,Krishnakumar Dinesh Karthik,Krishnakumar Dinesh,Not Available
310,176,B Stanlake,Left hand Bat,Right arm Fast,Not Specifed,Billy James Stanlake,Billy James,Not Available
311,10109,MA Starc,Left hand Bat,Left arm Fast,Not Specifed,Mitchell Aaron Starc,Mitchell Aaron,Not Available
312,11940,SB Joshi,Left hand Bat,Slow Left arm Orthodox,Not Specifed,Sunil Bandacharya Joshi,Sunil Bandacharya,Not Available
313,12746,Younis Khan,Right hand Bat,"Right arm Medium, Legbreak",Not Specifed,Mohammad Younis Khan,Mohammad Younis,Not Available
314,40242,P Sahu,Right hand Bat,Legbreak Googly,Not Specifed,Pardeep Sahu,Pardeep Sahu,Not Available
315,418,MM Patel,Right hand Bat,Right arm Medium fast,Not Specifed,Munaf Musa Patel,Munaf Musa,Not Available
316,12252,DB Das,Right hand Bat,Legbreak Googly,Not Specifed,Debabrata Baidya Das,Debabrata Baidya,Not Available
317,6287,RV Patel,Right hand Bat,Right arm Medium fast,Not Specifed,Ripal Vinubhai Patel,Ripal Vinubhai,Not Available
318,12539,T Taibu,Right hand Bat,Right arm Medium,Wicketkeeper,Tatenda Taibu,Tatenda Taibu,Not Available
319,34697,CJ McKay,Right hand Bat,Right arm Fast medium,Not Specifed,Clinton James McKay,Clinton James,Not Available
320,14360,RA Shaikh,Left hand Bat,Left arm Medium,Not Specifed,Rahil Akhil Ahmed Shaikh,Rahil Akhil,Not Available
321,2188,M Prasidh Krishna,Right hand Bat,Right arm Fast medium,Not Specifed,Muralikrishna Prasidh Krishna,Muralikrishna Prasidh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Prasidh%20Krishna.png
322,6047,GHS Garton,Left hand Bat,Left arm Fast,Not Specifed,George Henry Simmons Garton,George Henry,Not Available
323,54,DS Kulkarni,Right hand Bat,Right arm Medium,Not Specifed,Dhawal Sunil Kulkarni,Dhawal Sunil,Not Available
324,69,WP Saha,Right hand Bat, ,Wicketkeeper,Wriddhiman Prasanta Saha,Wriddhiman Prasanta,Not Available
325,42,A Zampa,Right hand Bat,Legbreak Googly,Not Specifed,Adam Zampa,Adam Zampa,https://www.espncricinfo.com/cricketers/adam-zampa-379504
326,40725,PSP Handscomb,Right hand Bat, ,Wicketkeeper,Peter Stephen Patrick Handscomb,Peter Stephen,Not Available
327,8295,RS Hangargekar,Right hand Bat,Right arm Fast medium,Not Specifed,Rajvardhan S Hangargekar,Rajvardhan S,Not Available
328,67,HM Amla,Right hand Bat,"Right arm Medium, Right arm Offbreak",Not Specifed,Hashim Mahomed Amla,Hashim Mahomed,Not Available
329,25,RG Sharma,Right hand Bat,Right arm Offbreak,Not Specifed,Rohit Gurunath Sharma,Rohit Gurunath,Not Available
